uf,estado,municipio,local_verificacao,data_ultima_verificacao,data_validade,ultimo_resultado,tipo_medidor,qt_faixas,velocidade_nominal,validade_atual,tipo_via,mes_ultima_verificacao,ano_ultima_verificacao
AM,AMAZONAS,manaus,"av. do turismo, 3727   ponta negra, sentido complexo turistico ponta negra",2024-06-18,2025-06-17,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"av. do turismo, em frente a 123 ieadam   tarumã",2024-06-13,2025-06-12,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"av. do turismo, em frente ao cond. viva vida tarumã   tarumã sentido leste",2024-06-17,2025-06-16,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"av. do turismo, oposto a empresa vida film n° 12568   tarumã açu sentido oeste",2024-06-17,2025-06-16,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"av. do turismo, oposto ao cond. viver tarumã   tarumã açu sentido oeste",2024-06-17,2025-06-16,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"av. do turismo, oposto cond. mediterrâneo i   tarumã   sentido aerop. eduardo gomes",2024-06-18,2025-06-17,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,6,2024
AM,AMAZONAS,manaus,"br 174 km  884,980   manaus   presidente figueiredo",2024-09-24,2025-09-23,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,9,2024
AM,AMAZONAS,manaus,"br 174 km 886,400 manaus  presidente figueiredo",2022-02-14,NA,REPARADO,FIXO,2,60,REPROVADO,Rodovia Federal,2,2022
AM,AMAZONAS,manaus,"br 174 km 887,700 manaus   presidente figueiredo",2024-09-24,2025-09-23,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
AM,AMAZONAS,manaus,"br 174 km 889,960 manaus   presidente figueiredo",2022-02-14,2023-02-13,APROVADO,FIXO,2,80,VENCIDO,Rodovia Federal,2,2022
AM,AMAZONAS,manaus,"br 174 km 894,760 manaus   presidente figueiredo",2022-02-14,2023-02-13,APROVADO,FIXO,2,80,VENCIDO,Rodovia Federal,2,2022
AM,AMAZONAS,manaus,"br 174 km 905,240 manaus   presidente figueiredo",2022-02-15,NA,REPARADO,FIXO,2,80,REPROVADO,Rodovia Federal,2,2022
AM,AMAZONAS,manaus,"br 174 km 982,520   manaus   presidente figueiredo",2022-02-15,NA,REPARADO,FIXO,2,80,REPROVADO,Rodovia Federal,2,2022
AM,AMAZONAS,manaus,"br 319   distrito industrial i, manaus   am",2024-02-21,2025-02-20,APROVADO,ESTÁTICO OU PORTÁTIL,1,0,VÁLIDO,Rodovia Federal,2,2024
AM,AMAZONAS,manaus,"rod. br 174 km 897,970 manaus presidente figueiredo",2024-09-24,2025-09-23,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
AM,AMAZONAS,manaus,"rod. br 174, km 892,000 manaus   presidente figueiredo",2024-10-02,2025-10-01,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,10,2024
AM,AMAZONAS,manaus,"rod. br 174, km: 894,760 manaus   presidente figueiredo",2020-03-16,2021-03-15,APROVADO,FIXO,2,80,VENCIDO,Rodovia Federal,3,2020
AM,AMAZONAS,manaus,rodovi br 319,2022-05-06,NA,REPROVADO,MÓVEL,1,50,REPROVADO,Rodovia Federal,5,2022
AM,AMAZONAS,manaus,"rodovia br 174   km 884,980",2019-12-11,2020-12-10,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,12,2019
AM,AMAZONAS,manaus,rodovia br 319,2022-05-06,NA,REPROVADO,MÓVEL,1,50,REPROVADO,Rodovia Federal,5,2022
AM,AMAZONAS,manaus,rodovia br 319,2024-02-21,2025-02-20,APROVADO,ESTÁTICO OU PORTÁTIL,1,80,VÁLIDO,Rodovia Federal,2,2024
AM,AMAZONAS,manaus,rodovia br 319   próximo a sede da suframa,2024-05-27,2025-05-26,APROVADO,MÓVEL,1,0,VÁLIDO,Rodovia Federal,5,2024
AM,AMAZONAS,manaus,"rodovia br 319, próximo a sede da suframa",2024-05-27,2025-05-26,APROVADO,MÓVEL,1,0,VÁLIDO,Rodovia Federal,5,2024
AM,AMAZONAS,manaus,rodovia br319,2019-08-09,2020-08-08,APROVADO,ESTÁTICO OU PORTÁTIL,1,80,VENCIDO,Rodovia Federal,8,2019
AM,AMAZONAS,presidente figueiredo,"rod. br 174 km 989,920 presidente figueiredo",2024-09-25,2025-09-24,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
AM,AMAZONAS,presidente figueiredo,"rod. br 174 km 991,840 presidente figueiredo",2024-09-25,2025-09-24,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
AP,AMAPÁ,macapa,av. fab x r. general rondon,2024-04-29,2025-04-28,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,av. fab x r. hamilton silva,2024-07-16,2025-07-15,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
AP,AMAPÁ,macapa,av. fab x r. hildermar maia,2024-03-24,2025-03-23,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,3,2024
AP,AMAPÁ,macapa,av. fab x r. jovino dinoá,2024-03-24,2025-03-23,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,3,2024
AP,AMAPÁ,macapa,av. feliciano coelho x r. jovino dinoá,2024-07-02,2025-07-01,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
AP,AMAPÁ,macapa,av. henrique galucio x r. são josé,2024-04-29,2025-04-28,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,av. padre júlio maria lombaerd   em frente ao exercito,2024-10-25,2025-10-24,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
AP,AMAPÁ,macapa,av. padre júlio m° lombaerd x rua tiradentes,2024-10-24,2025-10-23,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
AP,AMAPÁ,macapa,av. padre júlio x r. leopoldo machado,2024-10-25,2025-10-24,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
AP,AMAPÁ,macapa,av. padre júlio x r. paraná,2024-04-14,2025-04-13,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,av. padre júlio x r. santos dumont,2024-04-14,2025-04-13,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,av. prof. cora de carvalho   prox igreja nsa. sra. de fátima,2024-04-14,2025-04-13,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,av. prof. cora de carvalho   prox r. marcelo candia,2024-04-14,2025-04-13,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,br 210   macapá/ap   perímetro urbano,2024-01-16,2025-01-15,APROVADO,ESTÁTICO OU PORTÁTIL,1,0,VÁLIDO,Rodovia Federal,1,2024
AP,AMAPÁ,macapa,br 210   perímetro,2024-01-16,2025-01-15,APROVADO,ESTÁTICO OU PORTÁTIL,1,0,VÁLIDO,Rodovia Federal,1,2024
AP,AMAPÁ,macapa,r. claudomiro de moraes próximo a av. caramuru,2024-07-16,2025-07-15,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
AP,AMAPÁ,macapa,r. eliezer levy   prox a av. duque de caxias,2024-07-16,2025-07-15,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
AP,AMAPÁ,macapa,r. general rondon   prox av. ana nery   pç chico noé,2024-04-29,2025-04-28,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,r. general rondon x av. fab,2024-04-29,2025-04-28,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,r. hamilton silva x av. fab,2024-04-29,2025-04-28,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,r. jovino dinoá x av. fab,2024-03-24,2025-03-23,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,3,2024
AP,AMAPÁ,macapa,r. jovino dinoá x av. feliciano coelho,2024-07-02,2025-07-01,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
AP,AMAPÁ,macapa,r. leopoldo machado x av. padre júlio,2024-10-25,2025-10-24,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,10,2024
AP,AMAPÁ,macapa,r. paraná x av. padre júlio,2024-04-14,2025-04-13,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,r. santos dumont x av. padre júlio,2024-04-14,2025-04-13,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,4,2024
AP,AMAPÁ,macapa,r. são josé x av. henrique galucio,2024-10-24,2025-10-23,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,10,2024
AP,AMAPÁ,macapa,"rod. br 210, km 0 +500",2024-10-18,2025-10-17,APROVADO,FIXO,4,60,VÁLIDO,Rodovia Federal,10,2024
AP,AMAPÁ,macapa,"rod. br 210, km 1, +500",2024-01-29,2025-01-28,APROVADO,FIXO,4,60,VÁLIDO,Rodovia Federal,1,2024
AP,AMAPÁ,macapa,"rod. br 210, km 2, +800",2024-10-18,2025-10-17,APROVADO,FIXO,4,60,VÁLIDO,Rodovia Federal,10,2024
AP,AMAPÁ,macapa,rua hildemar maia   prox a av. raimundo alvares da costa,2023-03-30,2024-03-29,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,3,2023
AP,AMAPÁ,macapa,rua tiradentes x av. padre júlio m° lombaerd,2024-10-24,2025-10-23,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,abare,rod.br116   km 0+500m,2022-05-11,2023-05-10,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,5,2022
BA,BAHIA,alagoinhas,"av paulo afonso, n 1008",2024-10-18,2025-10-17,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,"av paulo afonso, n 1726",2023-10-20,2024-10-19,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2023
BA,BAHIA,alagoinhas,"av. ayrton senna , proximo ao n334",2024-10-17,2025-10-16,APROVADO,FIXO,4,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,av. ayrton senna da silva proximo ao numero 334,2021-07-12,2022-07-11,APROVADO,FIXO,4,40,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,av. joseph wagner proximo do nº 1569,2021-06-10,2022-06-09,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,6,2021
BA,BAHIA,alagoinhas,"av. joseph wagner, bairro juracy magalhães, próximo ao nº 1579",2023-10-18,2024-10-17,APROVADO,FIXO,4,50,VÁLIDO,Via Urbana,10,2023
BA,BAHIA,alagoinhas,"av. joseph wagner, n1579",2024-10-17,2025-10-16,APROVADO,FIXO,4,50,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,"av. joseph wagner, proximo do nº 428",2021-07-12,2022-07-11,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,av. juracy magalhães / av. severino vieira   av. juracy magalhães próximo ao n° 504,2021-07-12,2022-07-11,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,"av. luiz viana filho, em frente ao colégio modelo luiz eduardo magalhaes",2021-07-12,2022-07-11,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,av. paulo afonso próximo do nº 1008,2021-07-15,2022-07-14,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,avenida conselheiro dantas,2024-10-18,2025-10-17,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,avenida conselheiro junqueira,2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,avenida paulo afonso n1726,2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,"ayrton senna, bairro alagoínhas velha , próximo ao nº 334",2023-10-18,2024-10-17,APROVADO,FIXO,4,40,VÁLIDO,Via Urbana,10,2023
BA,BAHIA,alagoinhas,br 101 km 110+140m,2024-07-09,2025-07-08,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,7,2024
BA,BAHIA,alagoinhas,br 110 km 345 + 400m   via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,alagoinhas,praca mario laert proximo do nº 134,2021-06-10,2022-06-09,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,6,2021
BA,BAHIA,alagoinhas,rod br 101 km 107 + 470m,2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,alagoinhas,rod. br 101 km 107+790m   via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,alagoinhas,rod. br 101 km108 + 950m   via principal,2023-02-15,2024-02-14,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,2,2023
BA,BAHIA,alagoinhas,rod. br101   km 107+790m,2024-01-12,2025-01-11,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,alagoinhas,rod. br101   km 108+950m,2024-05-23,2025-05-22,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,5,2024
BA,BAHIA,alagoinhas,rod. br110   km 345+400m,2023-11-28,2024-11-27,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,11,2023
BA,BAHIA,alagoinhas,rua elvira dorea n72,2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alagoinhas,rua elvira dórea prox. do nº 72,2021-07-12,2022-07-11,APROVADO,FIXO,3,40,VENCIDO,Via Urbana,7,2021
BA,BAHIA,alagoinhas,"rua elvira dórea, bairro centro, próximo ao nº 72",2023-10-19,2024-10-18,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2023
BA,BAHIA,alagoinhas,"rua quintino bocaiuva, bairro centro, próximo ao nº 220",2023-10-19,2024-10-18,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2023
BA,BAHIA,alagoinhas,"rua quintino bocaiuva, n220",2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
BA,BAHIA,alcobaca,rod. ba290 km 13 + 500m,2024-03-14,2025-03-13,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
BA,BAHIA,alcobaca,rod. ba290 km 9+900,2024-05-22,2025-05-21,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,5,2024
BA,BAHIA,anage,ba 262 km 347+070,2024-06-12,2025-06-11,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,araci,rod. br 116   km 319 + 658m   via principal,2022-03-09,2023-03-08,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,3,2022
BA,BAHIA,arataca,rod br 101 km 566 + 600m   via principal,2023-02-09,2024-02-08,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,2,2023
BA,BAHIA,arataca,rod. br101 ¿ km 566+600m,2024-01-30,2025-01-29,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,barreiras,br 242    km 779 + 400m   via principal,2022-09-13,2023-09-12,APROVADO,FIXO,3,60,VENCIDO,Rodovia Federal,9,2022
BA,BAHIA,barreiras,rod. ba 135   km 174+300m   via principal,2022-09-13,2023-09-12,APROVADO,FIXO,2,40,VENCIDO,Rodovia Estadual,9,2022
BA,BAHIA,barreiras,rod. br 135   km 169 + 200m,2023-09-26,2024-09-25,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,9,2023
BA,BAHIA,barreiras,rod. br 135   km 174 + 300 m,2023-09-26,2024-09-25,APROVADO,FIXO,2,0,VENCIDO,Rodovia Federal,9,2023
BA,BAHIA,barreiras,rod. br 135 km 169+200m   via principal,2022-09-13,2023-09-12,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,9,2022
BA,BAHIA,barreiras,rod. br 242   km 779+400 m,2023-09-26,2024-09-25,APROVADO,FIXO,3,0,VENCIDO,Rodovia Federal,9,2023
BA,BAHIA,barreiras,rod. br 242   km 788+200m   via principal,2022-09-13,2023-09-12,APROVADO,FIXO,3,60,VENCIDO,Rodovia Federal,9,2022
BA,BAHIA,barreiras,rod. br 242   km 797,2023-09-26,2024-09-25,APROVADO,FIXO,2,0,VENCIDO,Rodovia Federal,9,2023
BA,BAHIA,barreiras,rod. br 242   km 797   via principal,2022-09-13,2023-09-12,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,9,2022
BA,BAHIA,brumado,av lindolfo azevedo brito nº 2129,2024-02-02,2025-02-01,APROVADO,FIXO,4,50,VÁLIDO,Via Urbana,2,2024
BA,BAHIA,brumado,av. agnaldo dos santos azevedo,2024-01-10,2025-01-09,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,1,2024
BA,BAHIA,brumado,avenida centenário n. 384,2024-02-02,2025-02-01,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,2,2024
BA,BAHIA,brumado,avenida centenário n. 678,2024-01-10,2025-01-09,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,1,2024
BA,BAHIA,brumado,"avenida centenário, nº 26",2024-01-10,2025-01-09,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,1,2024
BA,BAHIA,brumado,avenida joão paulo i 850,2024-01-10,2025-01-09,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,1,2024
BA,BAHIA,brumado,avenida joão paulo i com a rua rio de contas 394,2024-01-10,2025-01-09,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,1,2024
BA,BAHIA,brumado,ba 262 km 441+200m,2024-02-27,2025-02-26,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,2,2024
BA,BAHIA,brumado,"rodovia ba 262, prox. a faculdade",2024-01-10,2025-01-09,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,1,2024
BA,BAHIA,buerarema,br 101   km 524 + 338m  via principal,2023-02-09,2024-02-08,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,2,2023
BA,BAHIA,buerarema,rod. br101 ¿ km 524+338m,2024-01-25,2025-01-24,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,cachoeira,rod br 101 km 198 + 200m via principal,2023-01-11,2024-01-10,APROVADO,FIXO,3,60,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,cachoeira,rod. br101   km 196+510m,2024-10-23,2025-10-22,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,cachoeira,rod. br101   km 198+200m,2024-10-23,2025-10-22,APROVADO,FIXO,3,60,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,camacan,rod. br 101   km 581 + 680m    via principal,2023-02-09,2024-02-08,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,2,2023
BA,BAHIA,camacan,rod. br101   km 581+680m,2024-01-30,2025-01-29,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,camacari,"ba 093 km 18, em frente a fabrica da ford",2023-02-09,2024-02-08,APROVADO,FIXO,4,80,VENCIDO,Rodovia Estadual,2,2023
BA,BAHIA,camacari,ba 099 km 16 + 800m,2024-05-16,2025-05-15,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,5,2024
BA,BAHIA,camacari,ba 099 km 48+400 camaçari   ba,2024-10-15,2025-10-14,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,10,2024
BA,BAHIA,camacari,ba 512 km 39+900 m,2024-08-21,2025-08-20,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,8,2024
BA,BAHIA,camacari,ba 093 km 018 + 500,2024-06-07,2025-06-06,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 009+220m,2023-09-13,2024-09-12,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,9,2023
BA,BAHIA,camacari,ba 099 km 010+150m,2024-10-16,2025-10-15,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,10,2024
BA,BAHIA,camacari,ba 099 km 010+370,2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 010+900,2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 011+100m,2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 023+400m,2024-06-20,2025-06-19,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 023+600m,2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 029+910,2024-06-19,2025-06-18,APROVADO,FIXO,2,80,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba 099 km 030+000,2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,ba099 km 049+550m,2024-10-15,2025-10-14,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,10,2024
BA,BAHIA,camacari,ba099 km 16+600m,2024-05-14,NA,REPARADO,FIXO,2,60,REPARADO,Rodovia Estadual,5,2024
BA,BAHIA,camacari,ba099 km 36+300m,2024-05-16,2025-05-15,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,5,2024
BA,BAHIA,camacari,rod. ba099   km 34+000m,2024-06-20,2025-06-19,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,"rod. ba099 km 13,080",2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,"rod. ba099 km 13,230",2024-06-19,2025-06-18,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,camacari,"rod. ba099 km 34,00",2024-06-20,2025-06-19,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,candeias,ba 522 km 028+520,2024-06-07,2025-06-06,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,6,2024
BA,BAHIA,candeias,ba 524 km 16,2021-02-09,2022-02-08,APROVADO,FIXO,2,80,VENCIDO,Rodovia Estadual,2,2021
BA,BAHIA,candeias,br 324 km 584 + 400m,2023-01-08,2024-01-07,APROVADO,FIXO,2,100,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,candeias,"rod ba 524, km 20,3",2020-12-21,2021-12-20,APROVADO,FIXO,2,80,VENCIDO,Rodovia Estadual,12,2020
BA,BAHIA,candeias,"rod br 324, km 584 + 400mts",2024-08-03,2025-08-02,APROVADO,FIXO,2,100,VÁLIDO,Rodovia Federal,8,2024
BA,BAHIA,catu,br 110 km 366+ 100 via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,br 110 km 369 + 260m   via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,"rod br 110, km 356 + 260m",2023-01-10,2024-01-09,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,rod. br 110   km 368 + 100m   via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,rod. br110   km 356+260m,2024-01-11,2025-01-10,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,catu,rod. br110   km 360+280m,2024-10-17,2025-10-16,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,catu,rod. br110   km 363+500m,2024-10-17,2025-10-16,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,catu,rod. br110   km 367+820m,2024-07-09,2025-07-08,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,7,2024
BA,BAHIA,catu,rod. br110   km 368+100m,2024-01-11,2025-01-10,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,catu,rod. br110   km 369+260m,2024-01-11,2025-01-10,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,catu,rod. br110 km 360+280m   via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,rod. br110 km 363 + 500m via principal,2023-01-10,2024-01-09,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,catu,rod. br1110   km 363+500m,2024-01-22,2025-01-21,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,1,2024
BA,BAHIA,caem,rod. br407   km 209+562m,2022-05-12,2023-05-11,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,5,2022
BA,BAHIA,cipo,br 110 km   202 + 160m  via principal,2023-01-09,2024-01-08,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,cipo,br110 km 203 + 560m via principal,2023-01-09,2024-01-08,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,cipo,rod. br 110   km 203 + 820,2023-08-23,2024-08-22,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,8,2023
BA,BAHIA,cipo,rod. br 110 km 203 + 820m via principal,2022-07-15,2023-07-14,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,7,2022
BA,BAHIA,cipo,rod. br 110 km 203+560m,2023-12-21,2024-12-20,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,12,2023
BA,BAHIA,cipo,rod. br 110 km 204+300m,2023-12-21,2024-12-20,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,12,2023
BA,BAHIA,cipo,rod. br 110 km 204+610m,2024-10-22,2025-10-21,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2024
BA,BAHIA,cipo,rod. br 110 km 205+260m,2023-12-21,2024-12-20,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,12,2023
BA,BAHIA,cipo,rod. br110   km 202+160m,2023-11-20,2024-11-19,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,11,2023
BA,BAHIA,cipo,rod. br110 km 204+610m  via principal,2023-01-09,2024-01-08,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
BA,BAHIA,cipo,rod. br110 km204+300m   via principal,2023-01-09,2024-01-08,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,1,2023
